Query Number	Algorithm	SolutionNumber	Size	Distance
4	MOTGA	0	5	[0.0, 0.0, 0.0, 0.0, 0.0]
5	MoeSQLmosa	0	1	[15.284360716335334, 0.0, 16.284360716335335, 16.284360716335335]
5	MoeSQLmosa	1	1	[0.0, 1.0, 1.0, 1.0]
5	MoeSQLmosa	2	1	[8.0, 9.0, 0.0, 1.0]
5	MoeSQLmosa	3	1	[1.7976931348623156E306, 1.7976931348623156E306, 1.7976931348623156E306, 0.0]
5	MOTGA	0	4	[0.0, 0.0, 0.0, 0.0]
6	MoeSQLmosa	0	2	[1.0, 37.05702698806264, 1.0, 0.0, 0.0, 3.0]
6	MoeSQLmosa	1	2	[0.0, 8.0, 1.0, 12.0, 2.0, 3.0]
6	MoeSQLmosa	2	2	[1.0, 0.0, 1.0, 4.0, 2.0, 3.0]
6	MoeSQLmosa	3	2	[1.7976931348623156E306, 1.7976931348623156E306, 0.0, 1.7976931348623156E306, 2.0, 3.0]
